Mõõtmise aeg,elektrijuhtivus,hägusus,hapnik,pH
26.12.2022 05:55,1323,3.97,11.08,7.94
26.12.2022 05:50,1325,3.69,11.05,7.94
26.12.2022 05:45,1326,3.71,11.07,7.94
26.12.2022 05:40,1327,3.62,11.04,7.94
26.12.2022 05:35,1328,3.71,11.05,7.94
26.12.2022 05:30,1328,3.83,11.04,7.93
26.12.2022 05:25,1329,4.02,11.06,7.94
26.12.2022 05:20,1329,4.03,11.06,7.93
26.12.2022 05:15,1329,5.92,11.05,7.93
26.12.2022 05:10,1328,5.98,11.04,7.93
26.12.2022 05:05,1329,6.04,11.06,7.93
26.12.2022 05:00,1328,6.21,11.03,7.93
26.12.2022 04:55,1328,6.32,11.03,7.93
26.12.2022 04:50,1328,6.42,11.03,7.93
26.12.2022 04:45,1328,6.46,11.04,7.92
26.12.2022 04:40,1328,6.73,11.06,7.92
26.12.2022 04:35,1328,6.69,11.05,7.92
26.12.2022 04:30,1328,6.81,11.04,7.93
26.12.2022 04:25,1330,5.05,11.09,7.93
26.12.2022 04:20,1331,5.21,11.07,7.93
26.12.2022 04:15,1333,5.21,11.08,7.93
26.12.2022 04:10,1335,5.2,11.09,7.93
26.12.2022 04:05,1337,5.26,11.07,7.93
26.12.2022 04:00,1340,5.28,11.09,7.93
26.12.2022 03:55,1342,5.3,11.07,7.93
26.12.2022 03:50,1345,5.15,11.09,7.93
26.12.2022 03:45,1347,5.23,11.11,7.93
26.12.2022 03:40,1350,5.35,11.11,7.93
26.12.2022 03:35,1352,5.37,11.11,7.92
26.12.2022 03:30,1354,5.29,11.09,7.92
26.12.2022 03:25,1356,5.3,11.1,7.92
26.12.2022 03:20,1356,5.32,11.12,7.92
26.12.2022 03:15,1357,5.28,11.12,7.92
26.12.2022 03:10,1358,5.28,11.1,7.92
26.12.2022 03:05,1359,5.26,11.11,7.92
26.12.2022 03:00,1360,5.38,11.11,7.92
26.12.2022 02:55,1361,5.32,11.12,7.92
26.12.2022 02:50,1362,5.18,11.13,7.92
26.12.2022 02:45,1363,5.03,11.14,7.92
26.12.2022 02:40,1363,5.06,11.13,7.92
26.12.2022 02:35,1364,5.15,11.15,7.92
26.12.2022 02:30,1365,5.01,11.15,7.92
26.12.2022 02:25,1365,5.06,11.17,7.92
26.12.2022 02:20,1365,5.04,11.17,7.92
26.12.2022 02:15,1365,5.07,11.18,7.92
26.12.2022 02:10,1365,4.84,11.2,7.93
26.12.2022 02:05,1365,4.78,11.19,7.92
26.12.2022 02:00,1365,4.72,11.21,7.93
26.12.2022 01:55,1365,4.65,11.22,7.93
26.12.2022 01:50,1365,4.51,11.22,7.93
26.12.2022 01:45,1366,4.4,11.24,7.93
26.12.2022 01:40,1366,4.46,11.25,7.93
26.12.2022 01:35,1367,4.29,11.22,7.93
26.12.2022 01:30,1369,4.26,11.28,7.93
26.12.2022 01:25,1370,4.26,11.24,7.94
26.12.2022 01:20,1372,4.24,11.27,7.94
26.12.2022 01:15,1374,4.26,11.26,7.94
26.12.2022 01:10,1376,4.27,11.28,7.94
26.12.2022 01:05,1379,4.21,11.3,7.94
26.12.2022 01:00,1381,4.18,11.29,7.94
26.12.2022 00:55,1384,4.09,11.3,7.94
26.12.2022 00:50,1387,4.03,11.29,7.94
26.12.2022 00:45,1389,4.01,11.3,7.94
26.12.2022 00:40,1392,3.95,11.3,7.94
26.12.2022 00:35,1394,3.99,11.31,7.94
26.12.2022 00:30,1395,4.03,11.31,7.94
26.12.2022 00:25,1396,4.06,11.33,7.93
26.12.2022 00:20,1397,4.06,11.32,7.93
26.12.2022 00:15,1396,4.16,11.34,7.93
26.12.2022 00:10,1394,4.28,11.31,7.93
26.12.2022 00:05,1391,4.33,11.35,7.93
26.12.2022 00:00,1387,4.42,11.37,7.93
25.12.2022 23:55,1383,4.51,11.34,7.93
25.12.2022 23:50,1379,4.63,11.35,7.93
25.12.2022 23:45,1375,4.64,11.38,7.92
25.12.2022 23:40,1372,4.72,11.39,7.92
25.12.2022 23:35,1368,4.83,11.39,7.92
25.12.2022 23:30,1364,4.99,11.4,7.92
25.12.2022 23:25,1362,4.99,11.43,7.92
25.12.2022 23:20,1359,5.15,11.46,7.93
25.12.2022 23:15,1357,5.19,11.46,7.93
25.12.2022 23:10,1356,5.14,11.49,7.93
25.12.2022 23:05,1354,5.24,11.51,7.93
25.12.2022 23:00,1353,5.28,11.52,7.93
25.12.2022 22:55,1352,5.16,11.55,7.93
25.12.2022 22:50,1350,5.05,11.55,7.94
25.12.2022 22:45,1348,4.89,11.53,7.94
25.12.2022 22:40,1345,4.69,11.55,7.94
25.12.2022 22:35,1343,4.74,11.57,7.94
25.12.2022 22:30,1340,4.6,11.58,7.93
25.12.2022 22:25,1337,4.53,11.6,7.93
25.12.2022 22:20,1334,4.65,11.62,7.93
25.12.2022 22:15,1332,4.55,11.62,7.94
25.12.2022 22:10,1330,4.7,11.65,7.94
25.12.2022 22:05,1330,4.75,11.66,7.94
25.12.2022 22:00,1327,4.9,11.68,7.94
25.12.2022 21:55,1326,4.98,11.7,7.94
25.12.2022 21:50,1325,5.16,11.71,7.94
25.12.2022 21:45,1324,5.23,11.7,7.94
25.12.2022 21:40,1323,5.2,11.72,7.95
25.12.2022 21:35,1323,5.38,11.76,7.95
25.12.2022 21:30,1323,5.3,11.77,7.95
25.12.2022 21:25,1323,5.39,11.76,7.95
25.12.2022 21:20,1323,5.36,11.8,7.95
25.12.2022 21:15,1323,5.48,11.81,7.95
25.12.2022 21:10,1323,5.57,11.82,7.95
25.12.2022 21:05,1323,5.91,11.79,7.95
25.12.2022 21:00,1323,5.96,11.83,7.95
25.12.2022 20:55,1322,6.13,11.82,7.95
25.12.2022 20:50,1322,6.49,11.83,7.95
25.12.2022 20:45,1321,6.63,11.82,7.95
25.12.2022 20:40,1320,7.04,11.84,7.95
25.12.2022 20:35,1320,7.43,11.87,7.95
25.12.2022 20:30,1320,7.71,11.87,7.95
25.12.2022 20:25,1319,7.97,11.88,7.95
25.12.2022 20:20,1317,8.36,11.88,7.95
25.12.2022 20:15,1317,8.48,11.88,7.95
25.12.2022 20:10,1315,8.99,11.89,7.95
25.12.2022 20:05,1314,9.44,11.9,7.95
25.12.2022 20:00,1312,9.55,11.91,7.96
25.12.2022 19:55,1310,9.69,11.91,7.95
25.12.2022 19:50,1308,9.81,11.9,7.95
25.12.2022 19:45,1306,9.87,11.95,7.95
25.12.2022 19:40,1305,9.95,11.95,7.95
25.12.2022 19:35,1304,10.06,11.96,7.94
25.12.2022 19:30,1303,10.44,11.97,7.94
25.12.2022 19:25,1302,10.53,11.98,7.94
25.12.2022 19:20,1302,10.31,11.98,7.94
25.12.2022 19:15,1300,9.95,11.98,7.94
25.12.2022 19:10,1300,9.88,11.97,7.94
25.12.2022 19:05,1299,10.07,11.99,7.94
25.12.2022 19:00,1300,10.17,12.03,7.95
25.12.2022 18:55,1299,10.08,12.01,7.94
25.12.2022 18:50,1300,9.97,12.01,7.94
25.12.2022 18:45,1300,9.93,12,7.94
25.12.2022 18:40,1301,9.33,12,7.95
25.12.2022 18:35,1301,9.24,12.02,7.95
25.12.2022 18:30,1302,9.29,12.01,7.95
25.12.2022 18:25,1303,9.43,12.01,7.95
25.12.2022 18:20,1304,9.5,12,7.95
25.12.2022 18:15,1305,9.32,12.03,7.94
25.12.2022 18:10,1306,9.16,12.01,7.94
25.12.2022 18:05,1307,9.16,12.01,7.94
25.12.2022 18:00,1308,9.16,12.01,7.94
25.12.2022 17:55,1309,9.29,12.01,7.94
25.12.2022 17:50,1310,9.48,12,7.94
25.12.2022 17:45,1311,9.48,12,7.94
25.12.2022 17:40,1311,9.41,11.98,7.94
25.12.2022 17:35,1312,9.33,12.02,7.95
25.12.2022 17:30,1313,9.43,12,7.94
25.12.2022 17:25,1314,9.39,11.99,7.94
25.12.2022 17:20,1315,9.19,11.99,7.94
25.12.2022 17:15,1315,8.99,11.98,7.94
25.12.2022 17:10,1315,8.82,12,7.94
25.12.2022 17:05,1316,8.52,11.98,7.94
25.12.2022 17:00,1316,8.4,11.97,7.93
25.12.2022 16:55,1316,8.26,11.98,7.93
25.12.2022 16:50,1316,8.06,11.96,7.93
25.12.2022 16:45,1316,8,11.95,7.93
25.12.2022 16:40,1316,7.7,11.97,7.93
25.12.2022 16:35,1317,7.57,11.97,7.93
25.12.2022 16:30,1316,7.62,11.98,7.93
25.12.2022 16:25,1316,7.77,11.96,7.93
25.12.2022 16:20,1317,7.69,11.95,7.93
25.12.2022 16:15,1316,7.73,11.96,7.93
25.12.2022 16:10,1315,7.71,11.96,7.93
25.12.2022 16:05,1315,7.65,11.94,7.93
25.12.2022 16:00,1315,7.83,11.94,7.93
25.12.2022 15:55,1315,8,11.93,7.93
25.12.2022 15:50,1315,7.9,11.93,7.93
25.12.2022 15:45,1315,7.86,11.95,7.93
25.12.2022 15:40,1314,7.8,11.94,7.93
25.12.2022 15:35,1314,7.6,11.94,7.93
25.12.2022 15:30,1314,7.72,11.92,7.93
25.12.2022 15:25,1314,7.6,11.92,7.93
25.12.2022 15:20,1314,7.61,11.94,7.93
25.12.2022 15:15,1314,8.63,11.92,7.93
25.12.2022 15:10,1314,8.47,11.91,7.93
25.12.2022 15:05,1313,8.32,11.94,7.93
25.12.2022 15:00,1314,8.43,11.93,7.93
25.12.2022 14:55,1314,8.57,11.95,7.93
25.12.2022 14:50,1314,8.45,11.93,7.93
25.12.2022 14:45,1314,8.46,11.93,7.93
25.12.2022 14:40,1314,8.43,11.89,7.93
25.12.2022 14:35,1314,8.61,11.9,7.93
25.12.2022 14:30,1314,8.71,11.93,7.93
25.12.2022 14:25,1313,7.95,11.93,7.93
25.12.2022 14:20,1313,7.95,11.89,7.92
25.12.2022 14:15,1313,8.29,11.89,7.92
25.12.2022 14:10,1312,8.43,11.92,7.92
25.12.2022 14:05,1311,8.71,11.9,7.93
25.12.2022 14:00,1310,8.99,11.92,7.93
25.12.2022 13:55,1309,9.19,11.92,7.92
25.12.2022 13:50,1308,9.73,11.89,7.93
25.12.2022 13:45,1307,9.91,11.92,7.92
25.12.2022 13:40,1306,9.79,11.93,7.93
25.12.2022 13:35,1305,9.91,11.92,7.93
25.12.2022 13:30,1305,9.98,11.92,7.93
25.12.2022 13:25,1304,9.75,11.92,7.93
25.12.2022 13:20,1304,9.61,11.91,7.93
25.12.2022 13:15,1304,9.64,11.91,7.93
25.12.2022 13:10,1304,9.64,11.92,7.93
25.12.2022 13:05,1305,9.59,11.92,7.93
25.12.2022 13:00,1305,9.25,11.9,7.93
25.12.2022 12:55,1306,9.77,11.88,7.93
25.12.2022 12:50,1307,9.82,11.91,7.93
25.12.2022 12:45,1308,9.77,11.91,7.93
25.12.2022 12:40,1308,9.71,11.9,7.93
25.12.2022 12:35,1309,9.41,11.89,7.93
25.12.2022 12:30,1310,9.28,11.9,7.93
25.12.2022 12:25,1311,8.67,11.89,7.93
25.12.2022 12:20,1312,8.41,11.91,7.93
25.12.2022 12:15,1313,8.15,11.89,7.93
25.12.2022 12:10,1314,7.78,11.92,7.93
25.12.2022 12:05,1315,6.78,11.88,7.93
25.12.2022 12:00,1316,6.38,11.88,7.93
25.12.2022 11:55,1317,5.82,11.87,7.93
25.12.2022 11:50,1318,5.48,11.88,7.92
25.12.2022 11:45,1318,5.5,11.86,7.92
25.12.2022 11:40,1318,5.36,11.85,7.93
25.12.2022 11:35,1319,5.19,11.84,7.93
25.12.2022 11:30,1319,5.11,11.85,7.93
25.12.2022 11:25,1320,4.98,11.86,7.93
25.12.2022 11:20,1320,4.79,11.85,7.93
25.12.2022 11:15,1320,4.83,11.85,7.93
25.12.2022 11:10,1320,4.81,11.85,7.93
25.12.2022 11:05,1320,4.64,11.82,7.92
25.12.2022 11:00,1320,4.76,11.84,7.92
25.12.2022 10:55,1320,4.46,11.84,7.92
25.12.2022 10:50,1320,4.21,11.85,7.92
25.12.2022 10:45,1320,4.21,11.83,7.92
25.12.2022 10:40,1320,3.93,11.84,7.92
25.12.2022 10:35,1321,3.9,11.83,7.92
25.12.2022 10:30,1321,3.87,11.85,7.92
25.12.2022 10:25,1321,3.85,11.84,7.92
25.12.2022 10:20,1321,3.83,11.84,7.91
25.12.2022 10:15,1321,3.98,11.82,7.91
25.12.2022 10:10,1322,3.86,11.81,7.92
25.12.2022 10:05,1322,3.88,11.79,7.91
25.12.2022 10:00,1324,3.93,11.85,7.91
25.12.2022 09:55,1324,4,11.82,7.91
25.12.2022 09:50,1325,4.12,11.81,7.91
25.12.2022 09:45,1325,4.02,11.82,7.92
25.12.2022 09:40,1326,4.63,11.82,7.92
25.12.2022 09:35,1326,4.44,11.83,7.91
25.12.2022 09:30,1326,4.29,11.83,7.91
25.12.2022 09:25,1327,4.43,11.8,7.91
25.12.2022 09:20,1327,4.55,11.79,7.91
25.12.2022 09:15,1327,4.5,11.79,7.9
25.12.2022 09:10,1326,4.99,11.8,7.9
25.12.2022 09:05,1326,5.04,11.79,7.91
25.12.2022 09:00,1326,4.94,11.77,7.91
25.12.2022 08:55,1326,5.16,11.78,7.91
25.12.2022 08:50,1326,5.78,11.78,7.91
25.12.2022 08:45,1326,5.74,11.78,7.91
25.12.2022 08:40,1326,5.95,11.75,7.91
25.12.2022 08:35,1326,5.84,11.76,7.91
25.12.2022 08:30,1326,5.65,11.74,7.91
25.12.2022 08:25,1326,6.39,11.76,7.91
25.12.2022 08:20,1326,6.58,11.74,7.91
25.12.2022 08:15,1325,6.7,11.73,7.9
25.12.2022 08:10,1325,6.65,11.75,7.9
25.12.2022 08:05,1324,7.15,11.73,7.9
25.12.2022 08:00,1322,6.54,11.73,7.9
25.12.2022 07:55,1320,6.55,11.74,7.9
25.12.2022 07:50,1318,7.02,11.71,7.9
25.12.2022 07:45,1317,7.41,11.73,7.9
25.12.2022 07:40,1316,7.37,11.73,7.9
25.12.2022 07:35,1314,7.27,11.71,7.9
25.12.2022 07:30,1312,6.93,11.73,7.9
25.12.2022 07:25,1311,6.79,11.73,7.9
25.12.2022 07:20,1310,7.33,11.72,7.91
25.12.2022 07:15,1309,6.86,11.7,7.91
25.12.2022 07:10,1309,6.29,11.74,7.9
25.12.2022 07:05,1309,6.59,11.74,7.91
25.12.2022 07:00,1309,6.09,11.7,7.91
25.12.2022 06:55,1311,5.65,11.72,7.91
25.12.2022 06:50,1311,5.94,11.73,7.91
25.12.2022 06:45,1312,5.37,11.68,7.91
25.12.2022 06:40,1314,5.12,11.7,7.91
25.12.2022 06:35,1315,5.63,11.71,7.9
25.12.2022 06:30,1316,5.62,11.7,7.9
25.12.2022 06:25,1317,5.66,11.66,7.9
25.12.2022 06:20,1318,6.19,11.67,7.9
25.12.2022 06:15,1319,6.55,11.66,7.9
25.12.2022 06:10,1320,7.23,11.64,7.9
25.12.2022 06:05,1321,7.69,11.63,7.9
25.12.2022 06:00,1321,7.82,11.63,7.9
25.12.2022 05:55,1322,8.08,11.61,7.9
25.12.2022 05:50,1323,8.16,11.61,7.9
25.12.2022 05:45,1323,8.04,11.61,7.9
25.12.2022 05:40,1324,8.06,11.59,7.9
25.12.2022 05:35,1325,8.04,11.59,7.9
25.12.2022 05:30,1326,8.08,11.57,7.89
25.12.2022 05:25,1327,7.97,11.56,7.89
25.12.2022 05:20,1328,7.42,11.56,7.89
25.12.2022 05:15,1329,7.6,11.55,7.89
25.12.2022 05:10,1330,7.52,11.54,7.88
25.12.2022 05:05,1331,7.28,11.55,7.88
25.12.2022 05:00,1333,7.52,11.54,7.89
25.12.2022 04:55,1334,7.26,11.54,7.89
25.12.2022 04:50,1335,6.94,11.51,7.89
25.12.2022 04:45,1335,7.22,11.51,7.89
25.12.2022 04:40,1336,6.81,11.51,7.89
25.12.2022 04:35,1337,6.49,11.5,7.88
25.12.2022 04:30,1337,6.76,11.49,7.89
25.12.2022 04:25,1337,6.62,11.49,7.88
25.12.2022 04:20,1336,6.54,11.49,7.88
25.12.2022 04:15,1336,6.6,11.5,7.88
25.12.2022 04:10,1335,6.78,11.5,7.88
25.12.2022 04:05,1335,6.86,11.49,7.89
25.12.2022 04:00,1334,7.08,11.48,7.89
25.12.2022 03:55,1334,6.87,11.47,7.89
25.12.2022 03:50,1334,6.75,11.49,7.89
25.12.2022 03:45,1335,6.69,11.49,7.89
25.12.2022 03:40,1337,6.34,11.49,7.89
25.12.2022 03:35,1340,5.8,11.47,7.89
25.12.2022 03:30,1342,5.73,11.47,7.89
25.12.2022 03:25,1346,5.65,11.48,7.89
25.12.2022 03:20,1348,5.19,11.46,7.89
25.12.2022 03:15,1351,4.97,11.43,7.89
25.12.2022 03:10,1353,4.67,11.43,7.89
25.12.2022 03:05,1355,4.46,11.39,7.87
25.12.2022 03:00,1350,4.55,11.35,7.83
25.12.2022 02:55,1351,4.46,11.35,7.84
25.12.2022 02:50,1351,4.51,11.33,7.84
25.12.2022 02:45,1352,4.59,11.31,7.84
25.12.2022 02:40,1352,4.61,11.34,7.85
25.12.2022 02:35,1353,4.71,11.35,7.86
25.12.2022 02:30,1353,4.85,11.36,7.86
25.12.2022 02:25,1354,5.08,11.39,7.86
25.12.2022 02:20,1355,5.35,11.36,7.86
25.12.2022 02:15,1355,5.65,11.4,7.82
25.12.2022 02:10,1357,5.78,11.4,7.83
25.12.2022 02:05,1357,6.03,11.42,7.84
25.12.2022 02:00,1358,6.2,11.43,7.84
25.12.2022 01:55,1359,6.36,11.42,7.85
25.12.2022 01:50,1362,6.51,11.44,7.86
25.12.2022 01:45,1362,6.8,11.45,7.86
25.12.2022 01:40,1363,7.09,11.46,7.87
25.12.2022 01:35,1364,7.15,11.46,7.87
25.12.2022 01:30,1365,7.32,11.47,7.87
25.12.2022 01:25,1366,7.32,11.46,7.87
25.12.2022 01:20,1368,7.4,11.5,7.86
25.12.2022 01:15,1369,7.45,11.45,7.85
25.12.2022 01:10,1371,7.53,11.46,7.86
25.12.2022 01:05,1373,7.74,11.48,7.87
25.12.2022 01:00,1375,7.85,11.51,7.87
25.12.2022 00:55,1378,7.79,11.51,7.86
25.12.2022 00:50,1380,7.72,11.52,7.87
25.12.2022 00:45,1383,7.78,11.5,7.86
25.12.2022 00:40,1385,7.59,11.51,7.84
25.12.2022 00:35,1387,7.73,11.51,7.85
25.12.2022 00:30,1388,8.08,11.5,7.86
25.12.2022 00:25,1389,8.71,11.5,7.87
25.12.2022 00:20,1390,8.67,11.5,7.88
25.12.2022 00:15,1390,8.77,11.51,7.87
25.12.2022 00:10,1389,8.92,11.51,7.89
25.12.2022 00:05,1388,8.98,11.5,7.9
25.12.2022 00:00,1387,9.11,11.52,7.9
24.12.2022 23:55,1386,9.21,11.53,7.9
24.12.2022 23:50,1383,9.38,11.52,7.9
24.12.2022 23:45,1380,9.38,11.54,7.9
24.12.2022 23:40,1377,9.05,11.55,7.9
24.12.2022 23:35,1373,8.46,11.53,7.9
24.12.2022 23:30,1370,8.47,11.54,7.9
24.12.2022 23:25,1366,8.4,11.55,7.91
24.12.2022 23:20,1362,8.5,11.59,7.91
24.12.2022 23:15,1359,8.5,11.59,7.9
24.12.2022 23:10,1357,8.41,11.58,7.89
24.12.2022 23:05,1355,8.44,11.59,7.9
24.12.2022 23:00,1353,8.47,11.6,7.9
24.12.2022 22:55,1353,8.44,11.6,7.9
24.12.2022 22:50,1352,8.77,11.6,7.9
24.12.2022 22:45,1353,8.98,11.6,7.9
24.12.2022 22:40,1353,9.3,11.61,7.91
24.12.2022 22:35,1355,9.15,11.6,7.9
24.12.2022 22:30,1357,8.99,11.62,7.9
24.12.2022 22:25,1359,9.03,11.61,7.9
24.12.2022 22:20,1361,9.08,11.61,7.9
24.12.2022 22:15,1363,9.04,11.62,7.9
24.12.2022 22:10,1366,9.05,11.59,7.9
24.12.2022 22:05,1368,9.03,11.6,7.9
24.12.2022 22:00,1372,8.85,11.58,7.9
24.12.2022 21:55,1376,8.68,11.59,7.9
24.12.2022 21:50,1381,8.58,11.6,7.9
24.12.2022 21:45,1385,8.63,11.57,7.9
24.12.2022 21:40,1389,8.57,11.59,7.9
24.12.2022 21:35,1394,8.36,11.56,7.9
24.12.2022 21:30,1398,8.23,11.57,7.9
24.12.2022 21:25,1402,8.1,11.58,7.89
24.12.2022 21:20,1407,7.86,11.56,7.89
24.12.2022 21:15,1412,7.73,11.56,7.88
24.12.2022 21:10,1416,7.42,11.55,7.89
24.12.2022 21:05,1419,7.45,11.55,7.89
24.12.2022 21:00,1423,7.09,11.54,7.89
24.12.2022 20:55,1425,6.95,11.5,7.88
24.12.2022 20:50,1426,6.82,11.53,7.89
24.12.2022 20:45,1429,6.86,11.52,7.89
24.12.2022 20:40,1430,7.03,11.52,7.89
24.12.2022 20:35,1432,7.19,11.54,7.89
24.12.2022 20:30,1434,7.2,11.51,7.88
24.12.2022 20:25,1438,7.42,11.53,7.89
24.12.2022 20:20,1440,7.97,11.5,7.89
24.12.2022 20:15,1442,7.96,11.5,7.89
24.12.2022 20:10,1444,8.24,11.5,7.88
24.12.2022 20:05,1446,8.43,11.52,7.89
24.12.2022 20:00,1448,8.63,11.49,7.89
24.12.2022 19:55,1451,8.92,11.47,7.88
24.12.2022 19:50,1452,8.73,11.51,7.88
24.12.2022 19:45,1454,8.71,11.49,7.89
24.12.2022 19:40,1453,8.97,11.51,7.88
24.12.2022 19:35,1452,9.21,11.52,7.88
24.12.2022 19:30,1451,9.16,11.5,7.88
24.12.2022 19:25,1450,9.43,11.54,7.88
24.12.2022 19:20,1449,9.58,11.5,7.88
24.12.2022 19:15,1447,9.76,11.5,7.88
24.12.2022 19:10,1445,9.92,11.52,7.89
24.12.2022 19:05,1443,10.07,11.52,7.89
24.12.2022 19:00,1441,10.52,11.51,7.89
24.12.2022 18:55,1440,10.68,11.55,7.89
24.12.2022 18:50,1438,10.75,11.56,7.89
24.12.2022 18:45,1435,10.73,11.55,7.88
24.12.2022 18:40,1432,10.81,11.55,7.88
24.12.2022 18:35,1428,10.86,11.53,7.88
24.12.2022 18:30,1423,10.81,11.56,7.88
24.12.2022 18:25,1420,10.65,11.55,7.88
24.12.2022 18:20,1416,10.4,11.56,7.88
24.12.2022 18:15,1412,10.39,11.58,7.89
24.12.2022 18:10,1408,10.35,11.54,7.88
24.12.2022 18:05,1404,10.17,11.56,7.88
24.12.2022 18:00,1400,10.07,11.54,7.88
24.12.2022 17:55,1395,9.75,11.56,7.89
24.12.2022 17:50,1390,9.32,11.58,7.88
24.12.2022 17:45,1385,9.06,11.58,7.88
24.12.2022 17:40,1381,8.79,11.58,7.88
24.12.2022 17:35,1377,8.62,11.58,7.88
24.12.2022 17:30,1373,8.73,11.59,7.88
24.12.2022 17:25,1368,8.37,11.56,7.88
24.12.2022 17:20,1364,8.05,11.58,7.89
24.12.2022 17:15,1361,7.98,11.58,7.89
24.12.2022 17:10,1358,7.94,11.57,7.89
24.12.2022 17:05,1356,8.11,11.57,7.89
24.12.2022 17:00,1355,8.32,11.57,7.89
24.12.2022 16:55,1353,8.33,11.55,7.89
24.12.2022 16:50,1353,8.47,11.57,7.89
24.12.2022 16:45,1352,8.05,11.53,7.9
24.12.2022 16:40,1353,8.03,11.55,7.9
24.12.2022 16:35,1353,8.19,11.52,7.9
24.12.2022 16:30,1352,8.38,11.55,7.9
24.12.2022 16:25,1352,8.59,11.54,7.9
24.12.2022 16:20,1352,8.62,11.54,7.9
24.12.2022 16:15,1353,8.55,11.53,7.9
24.12.2022 16:10,1353,8.52,11.51,7.9
24.12.2022 16:05,1354,8.37,11.5,7.9
24.12.2022 16:00,1355,8.43,11.49,7.9
24.12.2022 15:55,1356,9.09,11.53,7.9
24.12.2022 15:50,1357,9.09,11.49,7.9
24.12.2022 15:45,1358,9.14,11.51,7.89
24.12.2022 15:40,1358,9.03,11.5,7.89
24.12.2022 15:35,1359,8.91,11.46,7.89
24.12.2022 15:30,1360,9.13,11.49,7.89
24.12.2022 15:25,1359,9.14,11.46,7.88
24.12.2022 15:20,1358,9.02,11.43,7.88
24.12.2022 15:15,1358,9.45,11.42,7.88
24.12.2022 15:10,1358,9.4,11.43,7.88
24.12.2022 15:05,1358,9.71,11.41,7.88
24.12.2022 15:00,1358,9.77,11.41,7.87
24.12.2022 14:55,1358,9.73,11.42,7.88
24.12.2022 14:50,1358,9.63,11.4,7.88
24.12.2022 14:45,1357,9.66,11.37,7.87
24.12.2022 14:40,1356,9.36,11.36,7.87
24.12.2022 14:35,1355,9.32,11.36,7.87
24.12.2022 14:30,1355,9.49,11.34,7.87
24.12.2022 14:25,1354,9.07,11.33,7.87
24.12.2022 14:20,1355,8.9,11.32,7.86
24.12.2022 14:15,1356,8.24,11.31,7.87
24.12.2022 14:10,1358,7.84,11.3,7.86
24.12.2022 14:05,1359,7.3,11.27,7.86
24.12.2022 14:00,1359,6.84,11.24,7.86
24.12.2022 13:55,1361,6.33,11.26,7.86
24.12.2022 13:50,1361,5.88,11.22,7.85
24.12.2022 13:45,1362,5.37,11.19,7.83
24.12.2022 13:40,1361,4.79,11.2,7.81
24.12.2022 13:35,1360,4.5,11.13,7.79
24.12.2022 13:30,1352,4.16,11.1,7.77
24.12.2022 13:25,1353,3.93,11.12,7.76
24.12.2022 13:20,1354,3.87,11.17,7.76
24.12.2022 13:15,1353,3.92,11.15,7.76
24.12.2022 13:10,1353,3.99,11.18,7.76
24.12.2022 13:05,1353,4.08,11.18,7.76
24.12.2022 13:00,1352,4.12,11.2,7.76
24.12.2022 12:55,1352,4.15,11.2,7.76
24.12.2022 12:50,1351,4.24,11.21,7.75
24.12.2022 12:45,1351,4.15,11.23,7.75
24.12.2022 12:40,1350,4.2,11.23,7.77
24.12.2022 12:35,1349,4.35,11.23,7.78
24.12.2022 12:30,1349,4.25,11.25,7.79
24.12.2022 12:25,1349,4.26,11.26,7.79
24.12.2022 12:20,1348,4.32,11.26,7.79
24.12.2022 12:15,1348,4.35,11.3,7.78
24.12.2022 12:10,1348,4.44,11.29,7.78
24.12.2022 12:05,1348,4.52,11.3,7.78
24.12.2022 12:00,1348,4.5,11.29,7.78
24.12.2022 11:55,1349,4.6,11.32,7.79
24.12.2022 11:50,1351,4.68,11.34,7.79
24.12.2022 11:45,1350,4.67,11.33,7.79
24.12.2022 11:40,1350,4.74,11.32,7.8
24.12.2022 11:35,1350,4.73,11.33,7.8
24.12.2022 11:30,1350,4.73,11.34,7.8
24.12.2022 11:25,1350,4.59,11.34,7.81
24.12.2022 11:20,1349,4.52,11.33,7.81
24.12.2022 11:15,1348,4.49,11.35,7.81
24.12.2022 11:10,1347,4.43,11.37,7.81
24.12.2022 11:05,1346,4.42,11.36,7.81
24.12.2022 11:00,1345,4.36,11.35,7.8
24.12.2022 10:55,1344,4.25,11.36,7.8
24.12.2022 10:50,1344,4.22,11.37,7.79
24.12.2022 10:45,1343,4.26,11.37,7.78
24.12.2022 10:40,1343,4.23,11.39,7.77
24.12.2022 10:35,1343,4.28,11.4,7.77
24.12.2022 10:30,1343,4.31,11.41,7.76
24.12.2022 10:25,1343,4.3,11.43,7.77
24.12.2022 10:20,1343,4.31,11.43,7.78
24.12.2022 10:15,1344,4.3,11.44,7.78
24.12.2022 10:10,1345,4.28,11.44,7.79
24.12.2022 10:05,1345,4.27,11.43,7.79
24.12.2022 10:00,1346,4.27,11.42,7.79
24.12.2022 09:55,1346,4.29,11.44,7.79
24.12.2022 09:50,1346,4.28,11.46,7.8
24.12.2022 09:45,1346,4.3,11.47,7.8
24.12.2022 09:40,1346,4.33,11.48,7.81
24.12.2022 09:35,1347,4.4,11.49,7.81
24.12.2022 09:30,1347,4.47,11.51,7.81
24.12.2022 09:25,1348,4.49,11.52,7.81
24.12.2022 09:20,1348,4.56,11.5,7.81
24.12.2022 09:15,1348,4.69,11.51,7.81
